route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips,date,source_file
1,1931,154,220,102,2023-09-02,lines_2023-09-02.csv
110,723,67,23,4,2023-09-02,lines_2023-09-02.csv
123,1304,233,187,94,2023-09-02,lines_2023-09-02.csv
170,517,35,14,4,2023-09-02,lines_2023-09-02.csv
20,848,69,47,26,2023-09-02,lines_2023-09-02.csv
225,1288,97,144,50,2023-09-02,lines_2023-09-02.csv
25,821,52,13,13,2023-09-02,lines_2023-09-02.csv
26,599,43,57,27,2023-09-02,lines_2023-09-02.csv
268,1121,54,89,35,2023-09-02,lines_2023-09-02.csv
3,1285,120,139,53,2023-09-02,lines_2023-09-02.csv
40,1020,80,66,26,2023-09-02,lines_2023-09-02.csv
41,946,35,12,4,2023-09-02,lines_2023-09-02.csv
42,1091,93,47,30,2023-09-02,lines_2023-09-02.csv
47,1016,110,103,37,2023-09-02,lines_2023-09-02.csv
48,1005,65,71,26,2023-09-02,lines_2023-09-02.csv
64,858,99,26,21,2023-09-02,lines_2023-09-02.csv
65,910,188,39,38,2023-09-02,lines_2023-09-02.csv
67,980,47,104,35,2023-09-02,lines_2023-09-02.csv
1,2193,206,170,70,2023-09-03,lines_2023-09-03.csv
110,205,5,11,2,2023-09-03,lines_2023-09-03.csv
123,1415,220,164,74,2023-09-03,lines_2023-09-03.csv
170,185,22,3,1,2023-09-03,lines_2023-09-03.csv
20,229,28,4,4,2023-09-03,lines_2023-09-03.csv
225,1525,136,162,69,2023-09-03,lines_2023-09-03.csv
25,132,7,0,0,2023-09-03,lines_2023-09-03.csv
26,181,10,12,1,2023-09-03,lines_2023-09-03.csv
268,281,19,15,7,2023-09-03,lines_2023-09-03.csv
3,1315,129,67,36,2023-09-03,lines_2023-09-03.csv
40,1472,130,148,48,2023-09-03,lines_2023-09-03.csv
41,255,16,7,0,2023-09-03,lines_2023-09-03.csv
42,479,38,24,8,2023-09-03,lines_2023-09-03.csv
47,1508,117,124,50,2023-09-03,lines_2023-09-03.csv
48,393,16,18,6,2023-09-03,lines_2023-09-03.csv
64,1001,99,54,11,2023-09-03,lines_2023-09-03.csv
65,272,40,12,8,2023-09-03,lines_2023-09-03.csv
67,327,24,7,7,2023-09-03,lines_2023-09-03.csv
1,481,50,40,14,2023-09-04,lines_2023-09-04.csv
110,112,6,0,0,2023-09-04,lines_2023-09-04.csv
123,307,54,8,17,2023-09-04,lines_2023-09-04.csv
170,114,8,0,0,2023-09-04,lines_2023-09-04.csv
20,81,6,1,0,2023-09-04,lines_2023-09-04.csv
225,370,18,10,2,2023-09-04,lines_2023-09-04.csv
25,76,6,0,0,2023-09-04,lines_2023-09-04.csv
26,77,4,7,0,2023-09-04,lines_2023-09-04.csv
268,196,10,17,0,2023-09-04,lines_2023-09-04.csv
3,267,27,6,1,2023-09-04,lines_2023-09-04.csv
40,339,27,7,4,2023-09-04,lines_2023-09-04.csv
41,150,14,8,0,2023-09-04,lines_2023-09-04.csv
42,150,15,3,0,2023-09-04,lines_2023-09-04.csv
47,335,25,14,10,2023-09-04,lines_2023-09-04.csv
48,155,6,4,0,2023-09-04,lines_2023-09-04.csv
64,230,28,14,1,2023-09-04,lines_2023-09-04.csv
65,133,18,5,0,2023-09-04,lines_2023-09-04.csv
67,161,6,8,0,2023-09-04,lines_2023-09-04.csv
1,3116,224,389,141,2023-09-05,lines_2023-09-05.csv
110,913,59,54,23,2023-09-05,lines_2023-09-05.csv
123,1742,250,166,79,2023-09-05,lines_2023-09-05.csv
170,599,69,7,8,2023-09-05,lines_2023-09-05.csv
20,1058,71,58,29,2023-09-05,lines_2023-09-05.csv
225,2287,252,272,88,2023-09-05,lines_2023-09-05.csv
25,1124,87,40,31,2023-09-05,lines_2023-09-05.csv
26,847,106,101,47,2023-09-05,lines_2023-09-05.csv
268,2386,256,208,85,2023-09-05,lines_2023-09-05.csv
3,2215,338,253,100,2023-09-05,lines_2023-09-05.csv
40,1773,85,119,38,2023-09-05,lines_2023-09-05.csv
41,1572,73,49,10,2023-09-05,lines_2023-09-05.csv
42,1672,113,103,26,2023-09-05,lines_2023-09-05.csv
47,1682,216,167,50,2023-09-05,lines_2023-09-05.csv
48,1440,93,82,34,2023-09-05,lines_2023-09-05.csv
64,1588,150,127,59,2023-09-05,lines_2023-09-05.csv
65,1631,269,65,76,2023-09-05,lines_2023-09-05.csv
67,2003,97,122,39,2023-09-05,lines_2023-09-05.csv
1,3584,310,451,184,2023-09-06,lines_2023-09-06.csv
110,1020,66,58,16,2023-09-06,lines_2023-09-06.csv
123,2143,271,236,107,2023-09-06,lines_2023-09-06.csv
170,797,97,23,9,2023-09-06,lines_2023-09-06.csv
20,1330,73,79,32,2023-09-06,lines_2023-09-06.csv
225,2546,276,232,89,2023-09-06,lines_2023-09-06.csv
25,1342,68,30,21,2023-09-06,lines_2023-09-06.csv
26,1076,195,138,73,2023-09-06,lines_2023-09-06.csv
268,2578,339,174,86,2023-09-06,lines_2023-09-06.csv
3,2422,300,194,97,2023-09-06,lines_2023-09-06.csv
40,2055,121,111,54,2023-09-06,lines_2023-09-06.csv
41,1807,80,60,26,2023-09-06,lines_2023-09-06.csv
42,2098,130,94,48,2023-09-06,lines_2023-09-06.csv
47,1917,234,202,71,2023-09-06,lines_2023-09-06.csv
48,1798,98,90,47,2023-09-06,lines_2023-09-06.csv
64,1691,196,68,28,2023-09-06,lines_2023-09-06.csv
65,1730,343,73,90,2023-09-06,lines_2023-09-06.csv
67,2293,166,105,49,2023-09-06,lines_2023-09-06.csv
1,3856,305,439,204,2023-09-07,lines_2023-09-07.csv
110,1157,78,73,21,2023-09-07,lines_2023-09-07.csv
123,2379,312,317,139,2023-09-07,lines_2023-09-07.csv
170,754,64,34,19,2023-09-07,lines_2023-09-07.csv
20,1323,84,98,42,2023-09-07,lines_2023-09-07.csv
225,2697,217,259,98,2023-09-07,lines_2023-09-07.csv
25,1334,102,44,35,2023-09-07,lines_2023-09-07.csv
26,1136,223,135,96,2023-09-07,lines_2023-09-07.csv
268,2643,362,212,134,2023-09-07,lines_2023-09-07.csv
3,2511,257,197,92,2023-09-07,lines_2023-09-07.csv
40,2193,169,101,58,2023-09-07,lines_2023-09-07.csv
41,1881,92,54,32,2023-09-07,lines_2023-09-07.csv
42,2320,162,94,39,2023-09-07,lines_2023-09-07.csv
47,2221,284,178,84,2023-09-07,lines_2023-09-07.csv
48,1943,139,106,47,2023-09-07,lines_2023-09-07.csv
64,1691,178,83,51,2023-09-07,lines_2023-09-07.csv
65,1788,311,58,80,2023-09-07,lines_2023-09-07.csv
67,2293,119,87,38,2023-09-07,lines_2023-09-07.csv
1,3481,298,369,147,2023-09-08,lines_2023-09-08.csv
110,887,58,48,20,2023-09-08,lines_2023-09-08.csv
123,2141,307,208,139,2023-09-08,lines_2023-09-08.csv
170,695,47,44,18,2023-09-08,lines_2023-09-08.csv
20,1272,100,105,52,2023-09-08,lines_2023-09-08.csv
225,2517,232,240,91,2023-09-08,lines_2023-09-08.csv
25,1342,107,45,37,2023-09-08,lines_2023-09-08.csv
26,1105,141,124,56,2023-09-08,lines_2023-09-08.csv
268,2401,312,190,75,2023-09-08,lines_2023-09-08.csv
3,2564,398,171,93,2023-09-08,lines_2023-09-08.csv
40,1836,122,92,43,2023-09-08,lines_2023-09-08.csv
41,1692,89,59,16,2023-09-08,lines_2023-09-08.csv
42,1893,121,105,28,2023-09-08,lines_2023-09-08.csv
47,1817,214,129,60,2023-09-08,lines_2023-09-08.csv
48,1629,84,88,36,2023-09-08,lines_2023-09-08.csv
64,1842,213,79,41,2023-09-08,lines_2023-09-08.csv
65,1892,342,43,80,2023-09-08,lines_2023-09-08.csv
67,2147,108,96,45,2023-09-08,lines_2023-09-08.csv
1,2608,220,313,119,2023-09-09,lines_2023-09-09.csv
110,852,29,33,13,2023-09-09,lines_2023-09-09.csv
123,1678,319,205,120,2023-09-09,lines_2023-09-09.csv
170,566,43,30,16,2023-09-09,lines_2023-09-09.csv
20,829,53,45,24,2023-09-09,lines_2023-09-09.csv
225,1617,143,223,79,2023-09-09,lines_2023-09-09.csv
25,855,38,14,13,2023-09-09,lines_2023-09-09.csv
26,618,60,69,34,2023-09-09,lines_2023-09-09.csv
268,1473,102,89,47,2023-09-09,lines_2023-09-09.csv
3,1582,136,122,37,2023-09-09,lines_2023-09-09.csv
40,1284,101,101,32,2023-09-09,lines_2023-09-09.csv
41,1144,50,49,14,2023-09-09,lines_2023-09-09.csv
42,1469,104,64,25,2023-09-09,lines_2023-09-09.csv
47,1308,125,116,49,2023-09-09,lines_2023-09-09.csv
48,1314,67,49,13,2023-09-09,lines_2023-09-09.csv
64,1151,176,46,23,2023-09-09,lines_2023-09-09.csv
65,1183,197,44,28,2023-09-09,lines_2023-09-09.csv
67,1425,79,106,41,2023-09-09,lines_2023-09-09.csv
1,2431,216,213,85,2023-09-10,lines_2023-09-10.csv
110,185,9,4,4,2023-09-10,lines_2023-09-10.csv
123,1326,246,161,83,2023-09-10,lines_2023-09-10.csv
170,228,19,8,4,2023-09-10,lines_2023-09-10.csv
20,307,18,1,1,2023-09-10,lines_2023-09-10.csv
225,1533,148,165,56,2023-09-10,lines_2023-09-10.csv
25,180,10,3,0,2023-09-10,lines_2023-09-10.csv
26,260,40,23,8,2023-09-10,lines_2023-09-10.csv
268,397,27,30,4,2023-09-10,lines_2023-09-10.csv
3,1336,147,60,26,2023-09-10,lines_2023-09-10.csv
40,1486,150,76,26,2023-09-10,lines_2023-09-10.csv
41,299,19,3,0,2023-09-10,lines_2023-09-10.csv
42,511,25,17,7,2023-09-10,lines_2023-09-10.csv
47,1565,132,110,45,2023-09-10,lines_2023-09-10.csv
48,445,19,19,9,2023-09-10,lines_2023-09-10.csv
64,883,86,60,17,2023-09-10,lines_2023-09-10.csv
65,314,52,7,7,2023-09-10,lines_2023-09-10.csv
67,402,33,52,10,2023-09-10,lines_2023-09-10.csv
1,2988,197,348,104,2023-09-11,lines_2023-09-11.csv
110,782,52,63,20,2023-09-11,lines_2023-09-11.csv
123,1717,251,246,104,2023-09-11,lines_2023-09-11.csv
170,557,42,33,6,2023-09-11,lines_2023-09-11.csv
20,946,58,97,39,2023-09-11,lines_2023-09-11.csv
225,2183,250,273,96,2023-09-11,lines_2023-09-11.csv
25,1000,83,28,17,2023-09-11,lines_2023-09-11.csv
26,843,106,106,60,2023-09-11,lines_2023-09-11.csv
268,2084,271,172,92,2023-09-11,lines_2023-09-11.csv
3,2118,281,174,74,2023-09-11,lines_2023-09-11.csv
40,1724,135,127,53,2023-09-11,lines_2023-09-11.csv
41,1421,47,56,14,2023-09-11,lines_2023-09-11.csv
42,1545,119,54,26,2023-09-11,lines_2023-09-11.csv
47,1596,186,137,53,2023-09-11,lines_2023-09-11.csv
48,1383,54,106,23,2023-09-11,lines_2023-09-11.csv
64,1441,122,113,33,2023-09-11,lines_2023-09-11.csv
65,1332,279,85,77,2023-09-11,lines_2023-09-11.csv
67,1773,86,118,28,2023-09-11,lines_2023-09-11.csv
1,3459,276,413,152,2023-09-12,lines_2023-09-12.csv
110,876,41,81,21,2023-09-12,lines_2023-09-12.csv
123,2002,293,252,138,2023-09-12,lines_2023-09-12.csv
170,663,35,13,3,2023-09-12,lines_2023-09-12.csv
20,1191,66,114,43,2023-09-12,lines_2023-09-12.csv
225,2535,220,246,122,2023-09-12,lines_2023-09-12.csv
25,1218,52,22,16,2023-09-12,lines_2023-09-12.csv
26,1078,137,149,68,2023-09-12,lines_2023-09-12.csv
268,2508,282,195,78,2023-09-12,lines_2023-09-12.csv
3,2438,298,181,84,2023-09-12,lines_2023-09-12.csv
40,1971,136,119,44,2023-09-12,lines_2023-09-12.csv
41,1838,89,77,29,2023-09-12,lines_2023-09-12.csv
42,1993,123,88,39,2023-09-12,lines_2023-09-12.csv
47,1899,240,177,85,2023-09-12,lines_2023-09-12.csv
48,1779,86,80,31,2023-09-12,lines_2023-09-12.csv
64,1672,170,62,40,2023-09-12,lines_2023-09-12.csv
65,1709,289,99,79,2023-09-12,lines_2023-09-12.csv
67,2232,128,141,52,2023-09-12,lines_2023-09-12.csv
1,3396,238,376,132,2023-09-13,lines_2023-09-13.csv
110,1022,67,84,21,2023-09-13,lines_2023-09-13.csv
123,2087,320,262,113,2023-09-13,lines_2023-09-13.csv
170,689,49,22,12,2023-09-13,lines_2023-09-13.csv
20,1155,84,98,39,2023-09-13,lines_2023-09-13.csv
225,2317,191,230,67,2023-09-13,lines_2023-09-13.csv
25,1204,53,29,14,2023-09-13,lines_2023-09-13.csv
26,1020,158,125,60,2023-09-13,lines_2023-09-13.csv
268,2187,285,207,85,2023-09-13,lines_2023-09-13.csv
3,2245,221,165,77,2023-09-13,lines_2023-09-13.csv
40,2024,129,118,57,2023-09-13,lines_2023-09-13.csv
41,1946,91,102,34,2023-09-13,lines_2023-09-13.csv
42,2227,179,105,45,2023-09-13,lines_2023-09-13.csv
47,2213,277,226,89,2023-09-13,lines_2023-09-13.csv
48,2073,89,101,38,2023-09-13,lines_2023-09-13.csv
64,1370,122,83,29,2023-09-13,lines_2023-09-13.csv
65,1393,279,68,55,2023-09-13,lines_2023-09-13.csv
67,1969,175,111,45,2023-09-13,lines_2023-09-13.csv
1,3800,322,397,155,2023-09-14,lines_2023-09-14.csv
110,1034,67,82,30,2023-09-14,lines_2023-09-14.csv
123,2029,306,227,102,2023-09-14,lines_2023-09-14.csv
170,630,82,61,16,2023-09-14,lines_2023-09-14.csv
20,1171,70,103,41,2023-09-14,lines_2023-09-14.csv
225,2857,236,235,85,2023-09-14,lines_2023-09-14.csv
25,1139,48,25,14,2023-09-14,lines_2023-09-14.csv
26,1001,141,138,60,2023-09-14,lines_2023-09-14.csv
268,2834,371,199,86,2023-09-14,lines_2023-09-14.csv
3,2935,400,217,90,2023-09-14,lines_2023-09-14.csv
40,2097,150,125,55,2023-09-14,lines_2023-09-14.csv
41,2100,94,71,27,2023-09-14,lines_2023-09-14.csv
42,2253,142,93,50,2023-09-14,lines_2023-09-14.csv
47,2307,271,217,81,2023-09-14,lines_2023-09-14.csv
48,2021,111,107,50,2023-09-14,lines_2023-09-14.csv
64,1972,206,90,58,2023-09-14,lines_2023-09-14.csv
65,2059,346,70,71,2023-09-14,lines_2023-09-14.csv
67,2573,168,99,56,2023-09-14,lines_2023-09-14.csv
1,3203,233,325,113,2023-09-15,lines_2023-09-15.csv
110,784,30,42,13,2023-09-15,lines_2023-09-15.csv
123,1876,291,251,109,2023-09-15,lines_2023-09-15.csv
170,571,52,42,23,2023-09-15,lines_2023-09-15.csv
20,1112,85,67,36,2023-09-15,lines_2023-09-15.csv
225,2402,266,217,86,2023-09-15,lines_2023-09-15.csv
25,1157,51,21,16,2023-09-15,lines_2023-09-15.csv
26,967,172,171,68,2023-09-15,lines_2023-09-15.csv
268,2368,297,211,98,2023-09-15,lines_2023-09-15.csv
3,2282,304,206,76,2023-09-15,lines_2023-09-15.csv
40,1706,87,83,37,2023-09-15,lines_2023-09-15.csv
41,1592,75,60,17,2023-09-15,lines_2023-09-15.csv
42,1795,125,81,40,2023-09-15,lines_2023-09-15.csv
47,1814,227,172,66,2023-09-15,lines_2023-09-15.csv
48,1595,61,88,41,2023-09-15,lines_2023-09-15.csv
64,1568,169,102,57,2023-09-15,lines_2023-09-15.csv
65,1614,264,58,39,2023-09-15,lines_2023-09-15.csv
67,2038,120,114,33,2023-09-15,lines_2023-09-15.csv
1,2318,201,315,105,2023-09-16,lines_2023-09-16.csv
110,881,35,66,10,2023-09-16,lines_2023-09-16.csv
123,1674,314,237,106,2023-09-16,lines_2023-09-16.csv
170,556,34,27,13,2023-09-16,lines_2023-09-16.csv
20,936,34,93,21,2023-09-16,lines_2023-09-16.csv
225,1301,145,164,47,2023-09-16,lines_2023-09-16.csv
25,943,60,34,16,2023-09-16,lines_2023-09-16.csv
26,706,73,109,44,2023-09-16,lines_2023-09-16.csv
268,1275,57,80,29,2023-09-16,lines_2023-09-16.csv
3,1314,139,130,40,2023-09-16,lines_2023-09-16.csv
40,1313,140,75,29,2023-09-16,lines_2023-09-16.csv
41,1247,83,70,24,2023-09-16,lines_2023-09-16.csv
42,1444,102,92,27,2023-09-16,lines_2023-09-16.csv
47,1285,144,109,39,2023-09-16,lines_2023-09-16.csv
48,1297,68,68,29,2023-09-16,lines_2023-09-16.csv
64,988,137,62,19,2023-09-16,lines_2023-09-16.csv
65,976,196,38,22,2023-09-16,lines_2023-09-16.csv
67,1152,80,113,39,2023-09-16,lines_2023-09-16.csv
1,2207,181,179,63,2023-09-17,lines_2023-09-17.csv
110,244,9,8,0,2023-09-17,lines_2023-09-17.csv
123,1443,266,240,111,2023-09-17,lines_2023-09-17.csv
170,163,11,6,4,2023-09-17,lines_2023-09-17.csv
20,248,21,45,10,2023-09-17,lines_2023-09-17.csv
225,1431,134,169,53,2023-09-17,lines_2023-09-17.csv
25,164,13,6,4,2023-09-17,lines_2023-09-17.csv
26,201,30,17,5,2023-09-17,lines_2023-09-17.csv
268,315,12,19,1,2023-09-17,lines_2023-09-17.csv
3,1152,95,93,21,2023-09-17,lines_2023-09-17.csv
40,1414,125,119,36,2023-09-17,lines_2023-09-17.csv
41,311,17,3,0,2023-09-17,lines_2023-09-17.csv
42,514,60,7,6,2023-09-17,lines_2023-09-17.csv
47,1489,138,102,46,2023-09-17,lines_2023-09-17.csv
48,426,31,11,6,2023-09-17,lines_2023-09-17.csv
64,793,105,33,17,2023-09-17,lines_2023-09-17.csv
65,284,41,9,7,2023-09-17,lines_2023-09-17.csv
67,318,16,16,4,2023-09-17,lines_2023-09-17.csv
1,3094,242,422,147,2023-09-18,lines_2023-09-18.csv
110,806,23,36,10,2023-09-18,lines_2023-09-18.csv
123,1721,255,155,88,2023-09-18,lines_2023-09-18.csv
170,499,48,47,7,2023-09-18,lines_2023-09-18.csv
20,873,64,37,21,2023-09-18,lines_2023-09-18.csv
225,2614,302,282,105,2023-09-18,lines_2023-09-18.csv
25,969,46,30,17,2023-09-18,lines_2023-09-18.csv
26,807,117,110,56,2023-09-18,lines_2023-09-18.csv
268,2366,341,329,100,2023-09-18,lines_2023-09-18.csv
3,2250,274,192,94,2023-09-18,lines_2023-09-18.csv
40,1809,122,126,58,2023-09-18,lines_2023-09-18.csv
41,1522,101,94,26,2023-09-18,lines_2023-09-18.csv
42,1525,87,77,32,2023-09-18,lines_2023-09-18.csv
47,1738,235,202,94,2023-09-18,lines_2023-09-18.csv
48,1415,77,80,35,2023-09-18,lines_2023-09-18.csv
64,1395,152,86,22,2023-09-18,lines_2023-09-18.csv
65,1251,217,45,31,2023-09-18,lines_2023-09-18.csv
67,1926,121,110,48,2023-09-18,lines_2023-09-18.csv
1,3485,288,379,179,2023-09-19,lines_2023-09-19.csv
110,890,41,72,30,2023-09-19,lines_2023-09-19.csv
123,2016,303,253,103,2023-09-19,lines_2023-09-19.csv
170,652,42,39,10,2023-09-19,lines_2023-09-19.csv
20,1132,72,58,43,2023-09-19,lines_2023-09-19.csv
225,2762,302,329,132,2023-09-19,lines_2023-09-19.csv
25,1207,78,24,14,2023-09-19,lines_2023-09-19.csv
26,974,151,138,66,2023-09-19,lines_2023-09-19.csv
268,2680,342,343,135,2023-09-19,lines_2023-09-19.csv
3,2536,287,220,92,2023-09-19,lines_2023-09-19.csv
40,1689,71,103,39,2023-09-19,lines_2023-09-19.csv
41,1649,69,51,18,2023-09-19,lines_2023-09-19.csv
42,1772,98,111,57,2023-09-19,lines_2023-09-19.csv
47,1823,257,221,106,2023-09-19,lines_2023-09-19.csv
48,1601,82,95,47,2023-09-19,lines_2023-09-19.csv
64,1670,167,78,24,2023-09-19,lines_2023-09-19.csv
65,1712,285,65,59,2023-09-19,lines_2023-09-19.csv
67,2406,157,134,59,2023-09-19,lines_2023-09-19.csv
1,3749,265,484,177,2023-09-20,lines_2023-09-20.csv
110,899,60,52,6,2023-09-20,lines_2023-09-20.csv
123,1896,301,235,106,2023-09-20,lines_2023-09-20.csv
170,608,59,43,13,2023-09-20,lines_2023-09-20.csv
20,1099,47,45,25,2023-09-20,lines_2023-09-20.csv
225,3171,409,366,159,2023-09-20,lines_2023-09-20.csv
25,1073,65,25,18,2023-09-20,lines_2023-09-20.csv
26,995,144,80,63,2023-09-20,lines_2023-09-20.csv
268,3144,397,349,116,2023-09-20,lines_2023-09-20.csv
3,2916,306,250,102,2023-09-20,lines_2023-09-20.csv
40,1827,100,121,39,2023-09-20,lines_2023-09-20.csv
41,1780,84,79,32,2023-09-20,lines_2023-09-20.csv
42,1824,139,106,47,2023-09-20,lines_2023-09-20.csv
47,1923,257,269,99,2023-09-20,lines_2023-09-20.csv
48,1685,55,81,29,2023-09-20,lines_2023-09-20.csv
64,2002,205,104,47,2023-09-20,lines_2023-09-20.csv
65,2043,417,106,78,2023-09-20,lines_2023-09-20.csv
67,2784,170,150,70,2023-09-20,lines_2023-09-20.csv
1,3465,252,373,149,2023-09-21,lines_2023-09-21.csv
110,944,39,70,20,2023-09-21,lines_2023-09-21.csv
123,1932,307,292,144,2023-09-21,lines_2023-09-21.csv
170,607,36,46,14,2023-09-21,lines_2023-09-21.csv
20,1061,69,91,37,2023-09-21,lines_2023-09-21.csv
225,2752,286,313,120,2023-09-21,lines_2023-09-21.csv
25,1084,43,32,14,2023-09-21,lines_2023-09-21.csv
26,904,146,86,62,2023-09-21,lines_2023-09-21.csv
268,2699,344,234,105,2023-09-21,lines_2023-09-21.csv
3,2341,281,176,75,2023-09-21,lines_2023-09-21.csv
40,1895,129,74,44,2023-09-21,lines_2023-09-21.csv
41,1741,90,52,22,2023-09-21,lines_2023-09-21.csv
42,1954,132,75,47,2023-09-21,lines_2023-09-21.csv
47,1908,255,185,88,2023-09-21,lines_2023-09-21.csv
48,1717,73,79,49,2023-09-21,lines_2023-09-21.csv
64,1510,169,73,41,2023-09-21,lines_2023-09-21.csv
65,1550,266,47,57,2023-09-21,lines_2023-09-21.csv
67,2308,130,122,45,2023-09-21,lines_2023-09-21.csv
1,3249,296,326,141,2023-09-22,lines_2023-09-22.csv
110,835,29,90,17,2023-09-22,lines_2023-09-22.csv
123,1984,344,236,114,2023-09-22,lines_2023-09-22.csv
170,541,34,29,8,2023-09-22,lines_2023-09-22.csv
20,1136,91,51,28,2023-09-22,lines_2023-09-22.csv
225,2392,256,220,99,2023-09-22,lines_2023-09-22.csv
25,1279,70,24,25,2023-09-22,lines_2023-09-22.csv
26,1014,177,107,73,2023-09-22,lines_2023-09-22.csv
268,2427,302,231,94,2023-09-22,lines_2023-09-22.csv
3,2412,323,159,79,2023-09-22,lines_2023-09-22.csv
40,1469,97,95,37,2023-09-22,lines_2023-09-22.csv
41,1400,46,53,13,2023-09-22,lines_2023-09-22.csv
42,1510,120,80,32,2023-09-22,lines_2023-09-22.csv
47,1428,121,101,56,2023-09-22,lines_2023-09-22.csv
48,1348,54,60,20,2023-09-22,lines_2023-09-22.csv
64,1648,158,69,32,2023-09-22,lines_2023-09-22.csv
65,1702,271,48,53,2023-09-22,lines_2023-09-22.csv
67,2180,133,106,40,2023-09-22,lines_2023-09-22.csv
1,2097,215,241,102,2023-09-23,lines_2023-09-23.csv
110,640,33,26,9,2023-09-23,lines_2023-09-23.csv
123,1291,251,195,85,2023-09-23,lines_2023-09-23.csv
170,490,42,33,2,2023-09-23,lines_2023-09-23.csv
20,724,42,63,18,2023-09-23,lines_2023-09-23.csv
225,1283,145,132,50,2023-09-23,lines_2023-09-23.csv
25,719,39,25,12,2023-09-23,lines_2023-09-23.csv
26,500,46,43,21,2023-09-23,lines_2023-09-23.csv
268,1147,60,57,28,2023-09-23,lines_2023-09-23.csv
3,1251,135,112,36,2023-09-23,lines_2023-09-23.csv
40,1268,111,75,40,2023-09-23,lines_2023-09-23.csv
41,1092,96,43,10,2023-09-23,lines_2023-09-23.csv
42,1360,131,55,19,2023-09-23,lines_2023-09-23.csv
47,1235,135,80,20,2023-09-23,lines_2023-09-23.csv
48,1086,51,39,15,2023-09-23,lines_2023-09-23.csv
64,827,106,62,17,2023-09-23,lines_2023-09-23.csv
65,865,162,34,27,2023-09-23,lines_2023-09-23.csv
67,1061,79,89,37,2023-09-23,lines_2023-09-23.csv
1,2188,209,173,77,2023-09-24,lines_2023-09-24.csv
110,217,5,8,3,2023-09-24,lines_2023-09-24.csv
123,1213,247,182,83,2023-09-24,lines_2023-09-24.csv
170,184,17,19,6,2023-09-24,lines_2023-09-24.csv
20,204,6,10,3,2023-09-24,lines_2023-09-24.csv
225,1458,156,117,33,2023-09-24,lines_2023-09-24.csv
25,136,10,1,1,2023-09-24,lines_2023-09-24.csv
26,178,13,7,2,2023-09-24,lines_2023-09-24.csv
268,359,29,16,8,2023-09-24,lines_2023-09-24.csv
3,1223,166,54,20,2023-09-24,lines_2023-09-24.csv
40,1324,106,86,27,2023-09-24,lines_2023-09-24.csv
41,284,19,12,3,2023-09-24,lines_2023-09-24.csv
42,477,33,14,7,2023-09-24,lines_2023-09-24.csv
47,1423,111,101,30,2023-09-24,lines_2023-09-24.csv
48,382,12,16,5,2023-09-24,lines_2023-09-24.csv
64,894,98,43,24,2023-09-24,lines_2023-09-24.csv
65,314,37,3,6,2023-09-24,lines_2023-09-24.csv
67,388,16,13,2,2023-09-24,lines_2023-09-24.csv
1,2853,209,284,144,2023-09-25,lines_2023-09-25.csv
110,684,36,35,9,2023-09-25,lines_2023-09-25.csv
123,1618,260,192,108,2023-09-25,lines_2023-09-25.csv
170,486,46,34,11,2023-09-25,lines_2023-09-25.csv
20,900,54,44,29,2023-09-25,lines_2023-09-25.csv
225,2234,242,190,90,2023-09-25,lines_2023-09-25.csv
25,937,62,20,16,2023-09-25,lines_2023-09-25.csv
26,808,133,107,62,2023-09-25,lines_2023-09-25.csv
268,2151,301,226,86,2023-09-25,lines_2023-09-25.csv
3,1988,207,123,51,2023-09-25,lines_2023-09-25.csv
40,1693,120,111,33,2023-09-25,lines_2023-09-25.csv
41,1509,101,79,26,2023-09-25,lines_2023-09-25.csv
42,1516,144,64,37,2023-09-25,lines_2023-09-25.csv
47,1722,271,200,99,2023-09-25,lines_2023-09-25.csv
48,1420,60,54,27,2023-09-25,lines_2023-09-25.csv
64,1248,113,80,28,2023-09-25,lines_2023-09-25.csv
65,1199,216,44,43,2023-09-25,lines_2023-09-25.csv
67,1882,121,66,26,2023-09-25,lines_2023-09-25.csv
1,3673,301,338,192,2023-09-26,lines_2023-09-26.csv
110,927,42,48,12,2023-09-26,lines_2023-09-26.csv
123,1984,287,281,135,2023-09-26,lines_2023-09-26.csv
170,634,38,19,6,2023-09-26,lines_2023-09-26.csv
20,1073,77,65,34,2023-09-26,lines_2023-09-26.csv
225,2827,285,258,118,2023-09-26,lines_2023-09-26.csv
25,1151,57,41,27,2023-09-26,lines_2023-09-26.csv
26,961,134,96,64,2023-09-26,lines_2023-09-26.csv
268,2794,322,280,110,2023-09-26,lines_2023-09-26.csv
3,2659,348,222,83,2023-09-26,lines_2023-09-26.csv
40,2030,152,89,51,2023-09-26,lines_2023-09-26.csv
41,1924,98,68,24,2023-09-26,lines_2023-09-26.csv
42,2143,153,102,40,2023-09-26,lines_2023-09-26.csv
47,2056,272,224,99,2023-09-26,lines_2023-09-26.csv
48,1811,67,84,37,2023-09-26,lines_2023-09-26.csv
64,1628,187,74,46,2023-09-26,lines_2023-09-26.csv
65,1707,256,67,41,2023-09-26,lines_2023-09-26.csv
67,2379,140,85,37,2023-09-26,lines_2023-09-26.csv
1,3355,291,436,172,2023-09-27,lines_2023-09-27.csv
110,896,40,55,23,2023-09-27,lines_2023-09-27.csv
123,1882,260,224,101,2023-09-27,lines_2023-09-27.csv
170,634,55,48,12,2023-09-27,lines_2023-09-27.csv
