route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips,date,source_file
1,4369,335,403,217,2025-01-14,lines_2025-01-14.csv
10,445,24,51,17,2025-01-14,lines_2025-01-14.csv
123,2158,306,362,201,2025-01-14,lines_2025-01-14.csv
170,334,33,68,41,2025-01-14,lines_2025-01-14.csv
20,1262,80,90,35,2025-01-14,lines_2025-01-14.csv
225,3185,314,340,172,2025-01-14,lines_2025-01-14.csv
25,1280,57,68,28,2025-01-14,lines_2025-01-14.csv
26,1075,137,136,71,2025-01-14,lines_2025-01-14.csv
268,3079,410,310,161,2025-01-14,lines_2025-01-14.csv
3,3040,395,168,96,2025-01-14,lines_2025-01-14.csv
40,2608,260,128,84,2025-01-14,lines_2025-01-14.csv
41,2301,106,60,48,2025-01-14,lines_2025-01-14.csv
42,2690,169,106,42,2025-01-14,lines_2025-01-14.csv
47,2601,323,248,100,2025-01-14,lines_2025-01-14.csv
48,2190,121,114,71,2025-01-14,lines_2025-01-14.csv
50,712,38,8,20,2025-01-14,lines_2025-01-14.csv
64,1911,247,102,51,2025-01-14,lines_2025-01-14.csv
65,1840,238,67,41,2025-01-14,lines_2025-01-14.csv
67,2872,192,93,70,2025-01-14,lines_2025-01-14.csv
1,4821,396,427,188,2025-01-15,lines_2025-01-15.csv
10,485,20,44,10,2025-01-15,lines_2025-01-15.csv
123,2351,367,382,200,2025-01-15,lines_2025-01-15.csv
170,414,43,68,29,2025-01-15,lines_2025-01-15.csv
20,1338,122,92,32,2025-01-15,lines_2025-01-15.csv
225,3248,328,387,181,2025-01-15,lines_2025-01-15.csv
25,1367,67,48,29,2025-01-15,lines_2025-01-15.csv
26,1125,135,165,94,2025-01-15,lines_2025-01-15.csv
268,3290,387,216,131,2025-01-15,lines_2025-01-15.csv
3,3543,470,236,116,2025-01-15,lines_2025-01-15.csv
40,2700,308,216,136,2025-01-15,lines_2025-01-15.csv
41,2545,107,70,33,2025-01-15,lines_2025-01-15.csv
42,2826,157,89,62,2025-01-15,lines_2025-01-15.csv
47,2669,386,193,150,2025-01-15,lines_2025-01-15.csv
48,2533,144,158,52,2025-01-15,lines_2025-01-15.csv
50,819,52,22,9,2025-01-15,lines_2025-01-15.csv
64,2441,339,77,61,2025-01-15,lines_2025-01-15.csv
65,2386,304,74,49,2025-01-15,lines_2025-01-15.csv
67,3068,266,96,60,2025-01-15,lines_2025-01-15.csv
1,5114,387,324,170,2025-01-16,lines_2025-01-16.csv
10,589,31,54,27,2025-01-16,lines_2025-01-16.csv
123,2586,368,339,204,2025-01-16,lines_2025-01-16.csv
170,448,43,62,25,2025-01-16,lines_2025-01-16.csv
20,1696,172,153,59,2025-01-16,lines_2025-01-16.csv
225,3827,427,409,204,2025-01-16,lines_2025-01-16.csv
25,1767,73,52,22,2025-01-16,lines_2025-01-16.csv
26,1574,236,210,119,2025-01-16,lines_2025-01-16.csv
268,3566,485,283,144,2025-01-16,lines_2025-01-16.csv
3,3446,456,200,99,2025-01-16,lines_2025-01-16.csv
40,2508,250,154,112,2025-01-16,lines_2025-01-16.csv
41,2273,93,52,23,2025-01-16,lines_2025-01-16.csv
42,2532,174,84,58,2025-01-16,lines_2025-01-16.csv
47,2568,289,162,98,2025-01-16,lines_2025-01-16.csv
48,2263,131,89,62,2025-01-16,lines_2025-01-16.csv
50,708,58,15,9,2025-01-16,lines_2025-01-16.csv
64,2446,312,76,53,2025-01-16,lines_2025-01-16.csv
65,2336,351,93,52,2025-01-16,lines_2025-01-16.csv
67,3250,266,111,87,2025-01-16,lines_2025-01-16.csv
1,4759,453,377,170,2025-01-17,lines_2025-01-17.csv
10,487,47,53,24,2025-01-17,lines_2025-01-17.csv
123,2421,338,323,175,2025-01-17,lines_2025-01-17.csv
170,399,47,43,28,2025-01-17,lines_2025-01-17.csv
20,1465,135,104,48,2025-01-17,lines_2025-01-17.csv
225,3147,325,264,124,2025-01-17,lines_2025-01-17.csv
25,1394,76,40,24,2025-01-17,lines_2025-01-17.csv
26,1236,158,145,88,2025-01-17,lines_2025-01-17.csv
268,3180,464,217,84,2025-01-17,lines_2025-01-17.csv
3,3238,395,175,78,2025-01-17,lines_2025-01-17.csv
40,2392,263,171,76,2025-01-17,lines_2025-01-17.csv
41,2103,98,71,26,2025-01-17,lines_2025-01-17.csv
42,2535,148,131,52,2025-01-17,lines_2025-01-17.csv
47,2511,270,210,106,2025-01-17,lines_2025-01-17.csv
48,2157,95,107,47,2025-01-17,lines_2025-01-17.csv
50,880,54,17,9,2025-01-17,lines_2025-01-17.csv
64,2257,229,69,48,2025-01-17,lines_2025-01-17.csv
65,2243,317,85,62,2025-01-17,lines_2025-01-17.csv
67,3004,288,117,78,2025-01-17,lines_2025-01-17.csv
1,2665,247,301,112,2025-01-18,lines_2025-01-18.csv
10,480,30,17,7,2025-01-18,lines_2025-01-18.csv
123,1726,286,248,113,2025-01-18,lines_2025-01-18.csv
170,407,63,55,20,2025-01-18,lines_2025-01-18.csv
20,1009,67,72,30,2025-01-18,lines_2025-01-18.csv
225,1589,120,137,59,2025-01-18,lines_2025-01-18.csv
25,962,36,40,23,2025-01-18,lines_2025-01-18.csv
26,822,88,60,38,2025-01-18,lines_2025-01-18.csv
268,1508,116,103,33,2025-01-18,lines_2025-01-18.csv
3,1461,171,95,45,2025-01-18,lines_2025-01-18.csv
40,1552,149,84,53,2025-01-18,lines_2025-01-18.csv
41,1376,42,72,28,2025-01-18,lines_2025-01-18.csv
42,1645,114,67,26,2025-01-18,lines_2025-01-18.csv
47,1520,111,100,42,2025-01-18,lines_2025-01-18.csv
48,1343,82,64,28,2025-01-18,lines_2025-01-18.csv
50,619,36,18,5,2025-01-18,lines_2025-01-18.csv
64,1005,122,51,20,2025-01-18,lines_2025-01-18.csv
65,1013,121,19,15,2025-01-18,lines_2025-01-18.csv
67,1332,182,69,70,2025-01-18,lines_2025-01-18.csv
1,2674,228,170,87,2025-01-19,lines_2025-01-19.csv
10,137,11,7,0,2025-01-19,lines_2025-01-19.csv
123,1456,218,242,103,2025-01-19,lines_2025-01-19.csv
170,102,16,12,5,2025-01-19,lines_2025-01-19.csv
20,363,20,31,16,2025-01-19,lines_2025-01-19.csv
225,1690,139,166,65,2025-01-19,lines_2025-01-19.csv
25,220,11,5,6,2025-01-19,lines_2025-01-19.csv
26,280,18,13,13,2025-01-19,lines_2025-01-19.csv
268,596,20,12,7,2025-01-19,lines_2025-01-19.csv
3,1549,178,76,48,2025-01-19,lines_2025-01-19.csv
40,1578,173,113,56,2025-01-19,lines_2025-01-19.csv
41,465,15,10,5,2025-01-19,lines_2025-01-19.csv
42,758,47,20,7,2025-01-19,lines_2025-01-19.csv
47,1604,133,110,28,2025-01-19,lines_2025-01-19.csv
48,657,40,23,12,2025-01-19,lines_2025-01-19.csv
50,455,30,10,7,2025-01-19,lines_2025-01-19.csv
64,1156,115,41,39,2025-01-19,lines_2025-01-19.csv
65,482,94,9,10,2025-01-19,lines_2025-01-19.csv
67,628,83,14,15,2025-01-19,lines_2025-01-19.csv
1,2684,223,233,88,2025-01-20,lines_2025-01-20.csv
10,359,22,20,16,2025-01-20,lines_2025-01-20.csv
123,1557,242,225,99,2025-01-20,lines_2025-01-20.csv
170,270,26,39,19,2025-01-20,lines_2025-01-20.csv
20,755,83,66,35,2025-01-20,lines_2025-01-20.csv
225,1597,152,148,63,2025-01-20,lines_2025-01-20.csv
25,775,54,39,14,2025-01-20,lines_2025-01-20.csv
26,584,38,55,27,2025-01-20,lines_2025-01-20.csv
268,1084,72,54,11,2025-01-20,lines_2025-01-20.csv
3,1477,177,86,44,2025-01-20,lines_2025-01-20.csv
40,1663,160,120,70,2025-01-20,lines_2025-01-20.csv
41,1074,42,37,30,2025-01-20,lines_2025-01-20.csv
42,1192,63,56,18,2025-01-20,lines_2025-01-20.csv
47,1541,98,72,39,2025-01-20,lines_2025-01-20.csv
48,981,52,84,36,2025-01-20,lines_2025-01-20.csv
50,406,45,5,11,2025-01-20,lines_2025-01-20.csv
64,1162,121,56,22,2025-01-20,lines_2025-01-20.csv
65,828,90,29,23,2025-01-20,lines_2025-01-20.csv
67,984,107,50,38,2025-01-20,lines_2025-01-20.csv
1,4234,305,445,159,2025-01-21,lines_2025-01-21.csv
10,580,38,50,18,2025-01-21,lines_2025-01-21.csv
123,2093,342,297,148,2025-01-21,lines_2025-01-21.csv
170,436,43,38,28,2025-01-21,lines_2025-01-21.csv
20,1197,86,116,42,2025-01-21,lines_2025-01-21.csv
225,2836,270,289,117,2025-01-21,lines_2025-01-21.csv
25,1124,45,52,15,2025-01-21,lines_2025-01-21.csv
26,968,111,146,74,2025-01-21,lines_2025-01-21.csv
268,2758,347,181,91,2025-01-21,lines_2025-01-21.csv
3,3074,382,145,91,2025-01-21,lines_2025-01-21.csv
40,2366,253,114,99,2025-01-21,lines_2025-01-21.csv
41,2087,53,57,18,2025-01-21,lines_2025-01-21.csv
42,2508,168,112,68,2025-01-21,lines_2025-01-21.csv
47,2337,301,188,83,2025-01-21,lines_2025-01-21.csv
48,2181,130,125,58,2025-01-21,lines_2025-01-21.csv
50,841,35,25,14,2025-01-21,lines_2025-01-21.csv
64,2105,209,76,36,2025-01-21,lines_2025-01-21.csv
65,2064,309,62,55,2025-01-21,lines_2025-01-21.csv
67,2692,173,85,43,2025-01-21,lines_2025-01-21.csv
1,4755,340,453,172,2025-01-22,lines_2025-01-22.csv
10,426,34,41,30,2025-01-22,lines_2025-01-22.csv
123,2292,297,285,164,2025-01-22,lines_2025-01-22.csv
170,324,32,41,34,2025-01-22,lines_2025-01-22.csv
20,1268,115,116,50,2025-01-22,lines_2025-01-22.csv
225,3215,367,327,133,2025-01-22,lines_2025-01-22.csv
25,1381,66,33,34,2025-01-22,lines_2025-01-22.csv
26,1152,125,200,77,2025-01-22,lines_2025-01-22.csv
268,3130,423,190,106,2025-01-22,lines_2025-01-22.csv
3,3202,390,184,83,2025-01-22,lines_2025-01-22.csv
40,2532,253,137,105,2025-01-22,lines_2025-01-22.csv
41,2208,71,56,19,2025-01-22,lines_2025-01-22.csv
42,2683,136,142,68,2025-01-22,lines_2025-01-22.csv
47,2649,286,184,97,2025-01-22,lines_2025-01-22.csv
48,2211,130,105,43,2025-01-22,lines_2025-01-22.csv
50,838,43,39,21,2025-01-22,lines_2025-01-22.csv
64,2234,235,75,43,2025-01-22,lines_2025-01-22.csv
65,2089,314,66,48,2025-01-22,lines_2025-01-22.csv
67,2853,184,83,46,2025-01-22,lines_2025-01-22.csv
1,4489,379,449,188,2025-01-23,lines_2025-01-23.csv
10,367,15,60,16,2025-01-23,lines_2025-01-23.csv
123,2138,318,339,173,2025-01-23,lines_2025-01-23.csv
170,286,44,42,19,2025-01-23,lines_2025-01-23.csv
20,1249,102,108,63,2025-01-23,lines_2025-01-23.csv
225,3201,311,337,153,2025-01-23,lines_2025-01-23.csv
25,1309,42,46,15,2025-01-23,lines_2025-01-23.csv
26,1172,114,163,91,2025-01-23,lines_2025-01-23.csv
268,3161,438,304,141,2025-01-23,lines_2025-01-23.csv
3,3238,357,228,91,2025-01-23,lines_2025-01-23.csv
40,2504,275,216,112,2025-01-23,lines_2025-01-23.csv
41,2301,124,108,38,2025-01-23,lines_2025-01-23.csv
42,2609,170,142,45,2025-01-23,lines_2025-01-23.csv
47,2642,336,213,159,2025-01-23,lines_2025-01-23.csv
48,2297,123,110,60,2025-01-23,lines_2025-01-23.csv
50,642,22,3,5,2025-01-23,lines_2025-01-23.csv
64,2129,260,105,51,2025-01-23,lines_2025-01-23.csv
65,2069,322,76,56,2025-01-23,lines_2025-01-23.csv
67,2905,225,147,65,2025-01-23,lines_2025-01-23.csv
1,3990,339,442,167,2025-01-24,lines_2025-01-24.csv
10,451,26,54,18,2025-01-24,lines_2025-01-24.csv
123,2193,329,278,160,2025-01-24,lines_2025-01-24.csv
170,346,32,54,23,2025-01-24,lines_2025-01-24.csv
20,1265,95,93,53,2025-01-24,lines_2025-01-24.csv
225,2016,218,238,107,2025-01-24,lines_2025-01-24.csv
25,1278,48,45,31,2025-01-24,lines_2025-01-24.csv
26,1055,137,159,87,2025-01-24,lines_2025-01-24.csv
268,1899,87,95,24,2025-01-24,lines_2025-01-24.csv
3,2391,233,130,68,2025-01-24,lines_2025-01-24.csv
40,2548,279,164,93,2025-01-24,lines_2025-01-24.csv
41,2482,170,74,50,2025-01-24,lines_2025-01-24.csv
42,2730,176,133,54,2025-01-24,lines_2025-01-24.csv
47,2520,415,192,119,2025-01-24,lines_2025-01-24.csv
48,2480,140,116,45,2025-01-24,lines_2025-01-24.csv
50,797,43,28,20,2025-01-24,lines_2025-01-24.csv
64,1633,209,74,34,2025-01-24,lines_2025-01-24.csv
65,1573,226,51,45,2025-01-24,lines_2025-01-24.csv
67,1776,197,123,70,2025-01-24,lines_2025-01-24.csv
1,2746,243,302,104,2025-01-25,lines_2025-01-25.csv
10,481,37,21,13,2025-01-25,lines_2025-01-25.csv
123,1825,334,327,117,2025-01-25,lines_2025-01-25.csv
170,356,18,29,7,2025-01-25,lines_2025-01-25.csv
20,1002,74,35,16,2025-01-25,lines_2025-01-25.csv
225,1576,204,201,77,2025-01-25,lines_2025-01-25.csv
25,1085,56,42,25,2025-01-25,lines_2025-01-25.csv
26,889,83,68,38,2025-01-25,lines_2025-01-25.csv
268,1480,76,53,30,2025-01-25,lines_2025-01-25.csv
3,1550,213,121,49,2025-01-25,lines_2025-01-25.csv
40,1654,161,132,70,2025-01-25,lines_2025-01-25.csv
41,1342,83,39,27,2025-01-25,lines_2025-01-25.csv
42,1690,105,101,37,2025-01-25,lines_2025-01-25.csv
47,1424,136,71,60,2025-01-25,lines_2025-01-25.csv
48,1421,72,69,23,2025-01-25,lines_2025-01-25.csv
50,689,31,11,6,2025-01-25,lines_2025-01-25.csv
64,1051,134,70,25,2025-01-25,lines_2025-01-25.csv
65,1037,132,36,24,2025-01-25,lines_2025-01-25.csv
67,1378,178,80,75,2025-01-25,lines_2025-01-25.csv
1,2771,246,258,73,2025-01-26,lines_2025-01-26.csv
10,167,2,9,1,2025-01-26,lines_2025-01-26.csv
123,1533,301,309,119,2025-01-26,lines_2025-01-26.csv
170,137,9,7,1,2025-01-26,lines_2025-01-26.csv
20,383,12,18,5,2025-01-26,lines_2025-01-26.csv
225,1789,132,137,45,2025-01-26,lines_2025-01-26.csv
25,282,12,17,5,2025-01-26,lines_2025-01-26.csv
26,319,22,20,12,2025-01-26,lines_2025-01-26.csv
268,631,40,24,11,2025-01-26,lines_2025-01-26.csv
3,1547,174,102,37,2025-01-26,lines_2025-01-26.csv
40,1607,127,166,64,2025-01-26,lines_2025-01-26.csv
41,478,19,17,4,2025-01-26,lines_2025-01-26.csv
42,721,36,52,8,2025-01-26,lines_2025-01-26.csv
47,1692,160,91,40,2025-01-26,lines_2025-01-26.csv
48,588,20,30,9,2025-01-26,lines_2025-01-26.csv
50,372,27,2,0,2025-01-26,lines_2025-01-26.csv
64,1239,146,44,25,2025-01-26,lines_2025-01-26.csv
65,500,71,13,12,2025-01-26,lines_2025-01-26.csv
67,629,53,39,28,2025-01-26,lines_2025-01-26.csv
1,4145,329,342,143,2025-01-27,lines_2025-01-27.csv
10,358,12,44,11,2025-01-27,lines_2025-01-27.csv
123,2062,272,276,128,2025-01-27,lines_2025-01-27.csv
170,253,32,27,13,2025-01-27,lines_2025-01-27.csv
20,1001,91,83,39,2025-01-27,lines_2025-01-27.csv
225,2796,250,344,120,2025-01-27,lines_2025-01-27.csv
25,1088,55,29,16,2025-01-27,lines_2025-01-27.csv
26,848,119,104,56,2025-01-27,lines_2025-01-27.csv
268,2442,311,180,94,2025-01-27,lines_2025-01-27.csv
3,2884,423,161,96,2025-01-27,lines_2025-01-27.csv
40,2529,265,164,83,2025-01-27,lines_2025-01-27.csv
41,1877,90,42,23,2025-01-27,lines_2025-01-27.csv
42,2157,155,101,41,2025-01-27,lines_2025-01-27.csv
47,2425,263,209,98,2025-01-27,lines_2025-01-27.csv
48,1915,104,78,47,2025-01-27,lines_2025-01-27.csv
50,620,25,10,5,2025-01-27,lines_2025-01-27.csv
64,1973,213,65,30,2025-01-27,lines_2025-01-27.csv
65,1733,260,82,36,2025-01-27,lines_2025-01-27.csv
67,2099,134,73,34,2025-01-27,lines_2025-01-27.csv
1,4671,345,439,157,2025-01-28,lines_2025-01-28.csv
10,475,24,34,12,2025-01-28,lines_2025-01-28.csv
123,2389,399,351,208,2025-01-28,lines_2025-01-28.csv
170,362,31,34,21,2025-01-28,lines_2025-01-28.csv
20,1352,108,73,32,2025-01-28,lines_2025-01-28.csv
225,3190,446,385,157,2025-01-28,lines_2025-01-28.csv
25,1393,58,30,25,2025-01-28,lines_2025-01-28.csv
26,1262,126,139,85,2025-01-28,lines_2025-01-28.csv
268,3139,424,266,112,2025-01-28,lines_2025-01-28.csv
3,3068,307,172,70,2025-01-28,lines_2025-01-28.csv
40,2662,256,155,84,2025-01-28,lines_2025-01-28.csv
41,2187,81,77,36,2025-01-28,lines_2025-01-28.csv
42,2779,194,126,54,2025-01-28,lines_2025-01-28.csv
47,2517,309,249,114,2025-01-28,lines_2025-01-28.csv
48,2273,116,95,46,2025-01-28,lines_2025-01-28.csv
50,785,36,15,10,2025-01-28,lines_2025-01-28.csv
64,1996,202,79,42,2025-01-28,lines_2025-01-28.csv
65,1958,275,91,45,2025-01-28,lines_2025-01-28.csv
67,2831,197,120,60,2025-01-28,lines_2025-01-28.csv
1,5676,520,489,236,2025-01-29,lines_2025-01-29.csv
10,583,64,56,39,2025-01-29,lines_2025-01-29.csv
123,2672,394,381,214,2025-01-29,lines_2025-01-29.csv
170,458,61,59,36,2025-01-29,lines_2025-01-29.csv
20,1457,126,89,40,2025-01-29,lines_2025-01-29.csv
225,3852,438,483,200,2025-01-29,lines_2025-01-29.csv
25,1442,57,46,17,2025-01-29,lines_2025-01-29.csv
26,1204,147,175,115,2025-01-29,lines_2025-01-29.csv
268,3849,469,301,149,2025-01-29,lines_2025-01-29.csv
3,4160,484,241,106,2025-01-29,lines_2025-01-29.csv
40,3036,247,205,88,2025-01-29,lines_2025-01-29.csv
41,2634,117,87,29,2025-01-29,lines_2025-01-29.csv
42,3194,222,164,67,2025-01-29,lines_2025-01-29.csv
47,2997,342,228,99,2025-01-29,lines_2025-01-29.csv
48,2707,136,104,60,2025-01-29,lines_2025-01-29.csv
50,1074,50,22,5,2025-01-29,lines_2025-01-29.csv
64,2909,329,146,69,2025-01-29,lines_2025-01-29.csv
65,2853,496,130,58,2025-01-29,lines_2025-01-29.csv
67,3512,300,195,148,2025-01-29,lines_2025-01-29.csv
1,4642,367,432,190,2025-01-30,lines_2025-01-30.csv
10,537,13,55,13,2025-01-30,lines_2025-01-30.csv
123,2337,344,366,197,2025-01-30,lines_2025-01-30.csv
170,426,47,39,26,2025-01-30,lines_2025-01-30.csv
20,1488,151,113,48,2025-01-30,lines_2025-01-30.csv
225,3356,355,339,152,2025-01-30,lines_2025-01-30.csv
25,1414,51,92,33,2025-01-30,lines_2025-01-30.csv
26,1275,169,155,77,2025-01-30,lines_2025-01-30.csv
268,3240,379,223,124,2025-01-30,lines_2025-01-30.csv
3,3348,437,246,121,2025-01-30,lines_2025-01-30.csv
40,2504,302,170,77,2025-01-30,lines_2025-01-30.csv
41,2261,86,68,27,2025-01-30,lines_2025-01-30.csv
42,2509,195,119,51,2025-01-30,lines_2025-01-30.csv
47,2443,289,136,82,2025-01-30,lines_2025-01-30.csv
48,2330,164,109,64,2025-01-30,lines_2025-01-30.csv
50,837,42,16,12,2025-01-30,lines_2025-01-30.csv
64,2223,226,84,42,2025-01-30,lines_2025-01-30.csv
65,2109,301,72,50,2025-01-30,lines_2025-01-30.csv
67,2944,224,130,80,2025-01-30,lines_2025-01-30.csv
1,5057,466,414,159,2025-01-31,lines_2025-01-31.csv
10,540,39,51,18,2025-01-31,lines_2025-01-31.csv
123,2700,451,360,188,2025-01-31,lines_2025-01-31.csv
170,444,47,76,35,2025-01-31,lines_2025-01-31.csv
20,1528,173,166,55,2025-01-31,lines_2025-01-31.csv
225,3125,323,310,114,2025-01-31,lines_2025-01-31.csv
25,1529,84,65,43,2025-01-31,lines_2025-01-31.csv
26,1294,159,189,83,2025-01-31,lines_2025-01-31.csv
268,3036,423,204,90,2025-01-31,lines_2025-01-31.csv
3,3033,403,215,97,2025-01-31,lines_2025-01-31.csv
40,2689,259,200,87,2025-01-31,lines_2025-01-31.csv
41,2178,124,64,28,2025-01-31,lines_2025-01-31.csv
42,2714,187,111,54,2025-01-31,lines_2025-01-31.csv
47,2635,321,210,95,2025-01-31,lines_2025-01-31.csv
48,2330,150,100,65,2025-01-31,lines_2025-01-31.csv
50,1031,60,16,6,2025-01-31,lines_2025-01-31.csv
64,2168,237,80,25,2025-01-31,lines_2025-01-31.csv
65,2103,266,68,41,2025-01-31,lines_2025-01-31.csv
67,2791,254,150,101,2025-01-31,lines_2025-01-31.csv
1,2544,249,232,129,2025-02-01,lines_2025-02-01.csv
10,398,12,56,14,2025-02-01,lines_2025-02-01.csv
123,1527,242,216,102,2025-02-01,lines_2025-02-01.csv
170,317,50,44,18,2025-02-01,lines_2025-02-01.csv
20,910,78,67,31,2025-02-01,lines_2025-02-01.csv
225,1593,151,103,59,2025-02-01,lines_2025-02-01.csv
25,830,36,29,23,2025-02-01,lines_2025-02-01.csv
26,717,87,76,41,2025-02-01,lines_2025-02-01.csv
268,1454,101,89,35,2025-02-01,lines_2025-02-01.csv
3,1470,172,129,49,2025-02-01,lines_2025-02-01.csv
40,1551,146,75,39,2025-02-01,lines_2025-02-01.csv
41,1396,74,70,10,2025-02-01,lines_2025-02-01.csv
42,1583,129,77,28,2025-02-01,lines_2025-02-01.csv
47,1506,158,108,53,2025-02-01,lines_2025-02-01.csv
48,1367,78,57,35,2025-02-01,lines_2025-02-01.csv
50,529,40,6,5,2025-02-01,lines_2025-02-01.csv
64,1016,146,31,33,2025-02-01,lines_2025-02-01.csv
65,1056,151,35,30,2025-02-01,lines_2025-02-01.csv
67,1354,141,86,63,2025-02-01,lines_2025-02-01.csv
1,2843,261,211,117,2025-02-02,lines_2025-02-02.csv
10,141,5,9,2,2025-02-02,lines_2025-02-02.csv
123,1565,266,213,122,2025-02-02,lines_2025-02-02.csv
170,142,18,7,2,2025-02-02,lines_2025-02-02.csv
20,417,19,22,10,2025-02-02,lines_2025-02-02.csv
225,1833,176,131,71,2025-02-02,lines_2025-02-02.csv
25,326,23,9,6,2025-02-02,lines_2025-02-02.csv
26,386,61,15,8,2025-02-02,lines_2025-02-02.csv
268,571,36,28,3,2025-02-02,lines_2025-02-02.csv
3,1713,188,95,49,2025-02-02,lines_2025-02-02.csv
40,1676,159,113,62,2025-02-02,lines_2025-02-02.csv
41,416,24,5,4,2025-02-02,lines_2025-02-02.csv
42,655,41,25,20,2025-02-02,lines_2025-02-02.csv
47,1736,114,111,39,2025-02-02,lines_2025-02-02.csv
48,587,41,17,9,2025-02-02,lines_2025-02-02.csv
50,339,10,2,0,2025-02-02,lines_2025-02-02.csv
64,1313,178,61,25,2025-02-02,lines_2025-02-02.csv
65,460,76,12,22,2025-02-02,lines_2025-02-02.csv
67,588,55,59,30,2025-02-02,lines_2025-02-02.csv
1,4057,302,327,147,2025-02-03,lines_2025-02-03.csv
10,378,5,43,22,2025-02-03,lines_2025-02-03.csv
123,2120,375,327,182,2025-02-03,lines_2025-02-03.csv
170,300,24,32,16,2025-02-03,lines_2025-02-03.csv
20,1082,109,88,56,2025-02-03,lines_2025-02-03.csv
225,2647,307,238,109,2025-02-03,lines_2025-02-03.csv
25,1164,55,71,28,2025-02-03,lines_2025-02-03.csv
26,895,108,115,65,2025-02-03,lines_2025-02-03.csv
268,2165,256,188,83,2025-02-03,lines_2025-02-03.csv
3,2524,267,156,63,2025-02-03,lines_2025-02-03.csv
40,2309,255,139,106,2025-02-03,lines_2025-02-03.csv
41,1644,73,72,19,2025-02-03,lines_2025-02-03.csv
42,1905,163,98,47,2025-02-03,lines_2025-02-03.csv
47,2257,219,203,107,2025-02-03,lines_2025-02-03.csv
48,1661,99,89,35,2025-02-03,lines_2025-02-03.csv
50,567,20,18,8,2025-02-03,lines_2025-02-03.csv
64,1764,210,51,25,2025-02-03,lines_2025-02-03.csv
65,1289,180,79,33,2025-02-03,lines_2025-02-03.csv
67,1890,124,95,41,2025-02-03,lines_2025-02-03.csv
1,5023,386,407,162,2025-02-04,lines_2025-02-04.csv
10,649,37,51,30,2025-02-04,lines_2025-02-04.csv
123,2454,402,310,193,2025-02-04,lines_2025-02-04.csv
170,493,54,56,25,2025-02-04,lines_2025-02-04.csv
20,1434,152,124,67,2025-02-04,lines_2025-02-04.csv
225,3490,334,378,174,2025-02-04,lines_2025-02-04.csv
25,1464,58,55,37,2025-02-04,lines_2025-02-04.csv
26,1260,125,135,78,2025-02-04,lines_2025-02-04.csv
268,3457,450,358,143,2025-02-04,lines_2025-02-04.csv
3,3665,418,243,128,2025-02-04,lines_2025-02-04.csv
40,2650,264,157,93,2025-02-04,lines_2025-02-04.csv
41,2435,93,49,29,2025-02-04,lines_2025-02-04.csv
42,2764,197,133,63,2025-02-04,lines_2025-02-04.csv
47,2630,288,209,109,2025-02-04,lines_2025-02-04.csv
48,2389,154,149,65,2025-02-04,lines_2025-02-04.csv
50,924,47,12,6,2025-02-04,lines_2025-02-04.csv
64,2545,328,137,62,2025-02-04,lines_2025-02-04.csv
65,2485,354,182,130,2025-02-04,lines_2025-02-04.csv
67,3161,232,184,78,2025-02-04,lines_2025-02-04.csv
1,4552,432,389,170,2025-02-05,lines_2025-02-05.csv
10,531,39,51,26,2025-02-05,lines_2025-02-05.csv
123,2624,359,277,148,2025-02-05,lines_2025-02-05.csv
170,398,49,23,19,2025-02-05,lines_2025-02-05.csv
20,1593,159,128,69,2025-02-05,lines_2025-02-05.csv
225,2567,291,276,116,2025-02-05,lines_2025-02-05.csv
25,1589,96,44,33,2025-02-05,lines_2025-02-05.csv
26,1358,190,202,96,2025-02-05,lines_2025-02-05.csv
268,2480,178,166,59,2025-02-05,lines_2025-02-05.csv
3,2653,290,200,131,2025-02-05,lines_2025-02-05.csv
40,2841,343,157,112,2025-02-05,lines_2025-02-05.csv
41,2581,110,89,55,2025-02-05,lines_2025-02-05.csv
42,2877,195,112,58,2025-02-05,lines_2025-02-05.csv
47,2752,346,199,146,2025-02-05,lines_2025-02-05.csv
48,2553,166,91,82,2025-02-05,lines_2025-02-05.csv
50,885,41,15,9,2025-02-05,lines_2025-02-05.csv
64,1685,202,61,48,2025-02-05,lines_2025-02-05.csv
65,1666,219,78,63,2025-02-05,lines_2025-02-05.csv
67,2190,201,120,88,2025-02-05,lines_2025-02-05.csv
1,5177,450,379,180,2025-02-06,lines_2025-02-06.csv
10,489,19,17,14,2025-02-06,lines_2025-02-06.csv
123,2464,348,316,185,2025-02-06,lines_2025-02-06.csv
170,352,29,34,23,2025-02-06,lines_2025-02-06.csv
20,1460,106,79,60,2025-02-06,lines_2025-02-06.csv
225,3507,355,312,126,2025-02-06,lines_2025-02-06.csv
25,1486,83,59,37,2025-02-06,lines_2025-02-06.csv
26,1355,157,127,80,2025-02-06,lines_2025-02-06.csv
268,3433,474,302,119,2025-02-06,lines_2025-02-06.csv
3,3515,483,177,109,2025-02-06,lines_2025-02-06.csv
40,2698,309,156,115,2025-02-06,lines_2025-02-06.csv
41,2447,111,55,32,2025-02-06,lines_2025-02-06.csv
42,2858,215,102,86,2025-02-06,lines_2025-02-06.csv
47,2775,333,193,131,2025-02-06,lines_2025-02-06.csv
48,2373,162,81,54,2025-02-06,lines_2025-02-06.csv
50,930,51,12,14,2025-02-06,lines_2025-02-06.csv
